"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2026.0,5.0,Нижний Тагил,Запрудный,Корпус 1,7489343.5,6433897.5,72.6,6433897.5,2,11493312
2026.0,5.0,Екатеринбург,Энергетик,Корпус 1,276522496,221238960,1534.1,3795160.0,1,276522496
2026.0,5.0,Верхняя Пышма,Таёжный,Корпус 3,28805836,23338520,215.2,5982012.0,1,28805836
2026.0,5.0,Екатеринбург,Академический,Корпус 4,182283552,150851312,1259.0,4793983.5,2,364051680
2026.0,5.0,Екатеринбург,Маяковский,Корпус 2,227690864,179566816,1229.0,36736948,7,1479165056
2026.0,5.0,Екатеринбург,Энергетик,Корпус 4,313691648,251203216,1717.7,23923602,4,1210499072
2026.0,5.0,Екатеринбург,Академический,Корпус 3,176437232,146057328,1219.3,14732262,3,511208832
2026.0,5.0,Екатеринбург,Маяковский,Корпус 1,181155328,142829872,971.2,142829872,24,2264761856
2026.0,5.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),512941248,383076480,1184.5,12642650,4,2023067904
2026.0,5.0,Верхняя Пышма,Таёжный,Корпус 1,12596500,10203165,90.5,10203165,2,17714376
2026.0,5.0,Екатеринбург,Маяковский,Корпус 3,330897088,261098192,1785.7,81531376,13,3687028736
2026.0,5.0,Верхняя Пышма,Таёжный,Корпус 2,21420636,17356508,156.0,7153343.0,2,42371636
2026.0,5.0,Екатеринбург,Исеть-скай,Корпус А,147173344,110380000,301.1,110380000,5,430331712
2026.0,5.0,Екатеринбург,Исеть-скай,Корпус Б,493491008,370433856,1123.5,260053840,9,2875306240
2026.0,5.0,Екатеринбург,Энергетик,Корпус 2,283633632,227279616,1570.1,6040656.0,1,283633632
2026.0,5.0,Екатеринбург,Академический,Корпус 1,147729824,122187920,1029.9,58448468,9,1067130304
2026.0,5.0,Екатеринбург,Академический,Корпус 2,158872688,131325072,1101.4,9137147.0,3,469909440
2026.0,4.0,Верхняя Пышма,Таёжный,Корпус 3,47322136,39378568,388.9,9899162.0,3,133627632
2026.0,4.0,Нижний Тагил,Запрудный,Корпус 1,10617475,8812504.0,95.0,8812504.0,2,15200950
2026.0,4.0,Екатеринбург,Академический,Корпус 3,181962368,151799360,1248.3,19494654,3,518189856
2026.0,4.0,Екатеринбург,Академический,Корпус 1,110448088,91672392,764.7,21363922,4,404206208
2026.0,4.0,Екатеринбург,Энергетик,Корпус 1,267648288,214051616,1481.8,15988494,2,527437792
2026.0,4.0,Екатеринбург,Маяковский,Корпус 2,172849536,137084816,929.5,84934240,14,1727481856
2026.0,4.0,Екатеринбург,Энергетик,Корпус 3,275719488,220427872,1519.8,6376248.0,1,275719488
2026.0,4.0,Екатеринбург,Энергетик,Корпус 5,289933536,231830400,1589.5,5781371.5,1,289933536
2026.0,4.0,Екатеринбург,Энергетик,Корпус 4,282834880,226049024,1553.3,5621166.0,1,282834880
2026.0,4.0,Екатеринбург,Исеть-скай,Корпус Б,146217424,110767648,321.7,42383248,3,403180768
2026.0,4.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),185436752,136260208,444.7,25492558,8,1345429248
2026.0,4.0,Екатеринбург,Академический,Корпус 2,158574960,132304704,1088.1,40632312,7,960391168
2026.0,4.0,Верхняя Пышма,Таёжный,Корпус 2,35318908,29479404,294.2,4911637.5,1,35318908
2026.0,4.0,Екатеринбург,Исеть-скай,Корпус А,89706432,68384392,196.9,68384392,3,154890560
2026.0,4.0,Екатеринбург,Маяковский,Корпус 1,66293624,52150576,344.6,46898476,8,340853440
2026.0,4.0,Екатеринбург,Маяковский,Корпус 3,214205040,169503680,1142.0,32418868,6,1168400000
2026.0,3.0,Екатеринбург,Исеть-скай,Корпус А,216459888,166749728,480.0,166749728,7,880150528
2026.0,3.0,Верхняя Пышма,Таёжный,Корпус 3,57161808,46823112,450.6,19090370,4,193939808
2026.0,3.0,Екатеринбург,Академический,Корпус 1,119011440,98227328,810.8,34604308,6,616446144
2026.0,3.0,Екатеринбург,Академический,Корпус 3,152991600,126227904,1029.9,4763124.0,2,305410496
2026.0,3.0,Нижний Тагил,Запрудный,Корпус 1,23951436,20187446,219.7,20187446,5,69052056
2026.0,3.0,Екатеринбург,Исеть-скай,Корпус Б,498975776,378636640,1089.4,211886912,8,3026493952
2026.0,3.0,Екатеринбург,Маяковский,Корпус 1,118159784,93609568,656.2,84123776,15,1139528448
2026.0,3.0,Екатеринбург,Маяковский,Корпус 2,265040448,209297536,1421.4,115687968,16,3215912192
2026.0,3.0,Екатеринбург,Академический,Корпус 2,147182912,121464784,994.4,23237458,4,543949568
2026.0,3.0,Верхняя Пышма,Таёжный,Корпус 2,34021344,27732742,259.9,7153343.0,2,67565896
2026.0,3.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),523432032,394595392,1166.4,15958755,5,2569395456
2026.0,3.0,Екатеринбург,Маяковский,Корпус 3,335361312,264359664,1809.9,55062132,10,3067823616
2026.0,3.0,Екатеринбург,Академический,Корпус 4,166736096,137719776,1134.4,11491875,2,328342528
2026.0,3.0,Екатеринбург,Энергетик,Корпус 3,235051472,187202352,1269.1,15180766,2,458618144
2026.0,2.0,Екатеринбург,Академический,Корпус 3,81863648,67677648,562.5,6147540.0,1,81863648
2026.0,2.0,Екатеринбург,Маяковский,Корпус 3,330481600,258588176,1778.9,50526060,8,2410748160
2026.0,2.0,Верхняя Пышма,Таёжный,Корпус 1,15387727,12624506,117.9,5348227.5,1,15387727
2026.0,2.0,Екатеринбург,Маяковский,Корпус 2,265923904,208062112,1444.4,94080400,14,3028991488
2026.0,2.0,Верхняя Пышма,Таёжный,Корпус 3,25939098,21171116,201.1,4495885.0,1,25939098
2026.0,2.0,Екатеринбург,Исеть-скай,Корпус А,250837296,188649312,534.4,188649312,6,945702784
2026.0,2.0,Екатеринбург,Академический,Корпус 4,115158360,94979312,793.5,27301664,5,519675872
2026.0,2.0,Верхняя Пышма,Таёжный,Корпус 2,20388622,16675231,152.1,4050725.0,1,20388622
2026.0,2.0,Екатеринбург,Академический,Корпус 1,42264388,34709028,306.6,16126315,2,74956720
2026.0,2.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),482219904,357288640,1066.4,32332024,10,4602392576
2026.0,2.0,Екатеринбург,Маяковский,Корпус 1,145641008,113981712,800.2,113981712,18,1372355968
2026.0,2.0,Екатеринбург,Энергетик,Корпус 1,247861968,200017760,1391.9,5009611.0,1,247861968
2026.0,2.0,Екатеринбург,Энергетик,Корпус 3,270598784,217979840,1509.1,17962072,2,529363552
2026.0,2.0,Нижний Тагил,Запрудный,Корпус 1,4125127.5,3423855.8,35.1,3423855.8,1,4125127.5
2026.0,2.0,Екатеринбург,Энергетик,Корпус 5,285936224,230096416,1579.7,6008803.0,1,285936224
2026.0,2.0,Екатеринбург,Энергетик,Корпус 4,278330144,224087616,1545.5,6107774.5,1,278330144
2026.0,2.0,Екатеринбург,Исеть-скай,Корпус Б,432580384,324956608,910.4,136307296,5,1884183552
2026.0,2.0,Екатеринбург,Академический,Корпус 2,74741496,61530112,506.5,26821082,6,367950400
2026.0,1.0,Екатеринбург,Академический,Корпус 1,44407780,37139560,321.2,11130829,3,124279000
2026.0,1.0,Екатеринбург,Маяковский,Корпус 3,151532128,118281536,822.9,24293296,5,702224384
2026.0,1.0,Нижний Тагил,Запрудный,Корпус 1,5437612.5,4513218.5,55.5,4513218.5,1,5437612.5
2026.0,1.0,Екатеринбург,Энергетик,Корпус 2,198452384,157650944,1113.0,13491225,1,198452384
2026.0,1.0,Екатеринбург,Академический,Корпус 2,67678232,56221328,481.6,19081768,3,175411824
2026.0,1.0,Екатеринбург,Академический,Корпус 4,77772408,64498552,557.0,8277223.5,1,77772408
2026.0,1.0,Екатеринбург,Энергетик,Корпус 5,222865712,177216976,1241.2,9966324.0,2,438169824
2026.0,1.0,Екатеринбург,Маяковский,Корпус 1,72759384,56838796,396.4,56838796,8,343843520
2026.0,1.0,Верхняя Пышма,Таёжный,Корпус 1,4445240.0,3790152.0,32.0,3790152.0,1,4445240.0
2026.0,1.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),112160224,84402616,257.7,12849907,4,418987264
2026.0,1.0,Екатеринбург,Энергетик,Корпус 4,210603904,167250640,1182.2,9599701.0,1,210603904
2026.0,1.0,Екатеринбург,Исеть-скай,Корпус А,29559600,22169700,68.0,22169700,1,29559600
2026.0,1.0,Екатеринбург,Маяковский,Корпус 2,120386880,93988248,653.6,37149448,5,511950400
2026.0,1.0,Верхняя Пышма,Таёжный,Корпус 2,8506756.0,7253129.0,64.0,3462976.8,1,8506756.0
2026.0,1.0,Екатеринбург,Исеть-скай,Корпус Б,92391136,71552704,195.7,49383008,2,144759440
2025.0,53.0,Екатеринбург,Исеть-скай,Корпус Б,525624032,396657984,1305.3,178059328,10,4394383872
2025.0,53.0,Екатеринбург,Академический,Корпус 4,155576944,128843832,1162.4,10582230,2,305887328
2025.0,53.0,Екатеринбург,Академический,Корпус 1,80598120,66340328,600.8,32682884,6,383682496
2025.0,53.0,Екатеринбург,Академический,Корпус 2,126664800,104822688,937.8,38482364,7,747484736
2025.0,53.0,Екатеринбург,Маяковский,Корпус 3,313572640,254796912,1916.0,139203856,24,5394011136
2025.0,53.0,Екатеринбург,Маяковский,Корпус 2,142615520,115593056,882.0,72051264,12,1203254400
2025.0,53.0,Екатеринбург,Энергетик,Корпус 5,162824640,129670568,959.4,18735148,2,312691392
2025.0,53.0,Екатеринбург,Энергетик,Корпус 2,139109264,110935424,827.0,10523127,2,270394496
2025.0,53.0,Екатеринбург,Исеть-скай,Корпус А,290943968,218598672,699.2,218598672,8,1095070848
2025.0,53.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),543467072,408317120,1366.3,11659129,4,2146803712
2025.0,53.0,Верхняя Пышма,Таёжный,Корпус 1,5022688.0,4068377.2,37.0,4068377.2,1,5022688.0
2025.0,53.0,Екатеринбург,Маяковский,Корпус 1,54365636,43541792,346.3,43541792,8,263740960
2025.0,53.0,Нижний Тагил,Запрудный,Корпус 2,30851074,26954096,308.4,18300478,6,131951680
2025.0,53.0,Екатеринбург,Академический,Корпус 3,143053712,118261600,1071.3,13438907,2,277329856
2025.0,53.0,Верхняя Пышма,Таёжный,Корпус 2,11618121,9410678.0,94.5,5342300.5,1,11618121
2025.0,53.0,Нижний Тагил,Запрудный,Корпус 1,9904744.0,8653619.0,98.9,8653619.0,3,19397192
2025.0,53.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),324401024,262569376,1972.5,7772465.0,4,1281080448
2025.0,52.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),757442112,572266752,1896.2,8792130.0,3,2259164672
2025.0,52.0,Екатеринбург,Энергетик,Корпус 2,466532320,373307040,2830.0,17361168,3,1373354496
2025.0,52.0,Нижний Тагил,Запрудный,Корпус 2,113076840,99022464,1207.2,58476080,16,1316852736
2025.0,52.0,Екатеринбург,Энергетик,Корпус 1,444706816,355945888,2712.8,12744590,2,883154432
2025.0,52.0,Екатеринбург,Академический,Корпус 2,388368032,322088640,2951.9,54290276,9,3208296448
2025.0,52.0,Верхняя Пышма,Таёжный,Корпус 2,32077692,26229232,262.9,7279096.5,2,59512792
2025.0,52.0,Екатеринбург,Маяковский,Корпус 3,481766016,391864224,2899.2,187235584,31,11196288000
2025.0,52.0,Екатеринбург,Академический,Корпус 1,323526368,267798368,2472.8,84398344,18,5059526656
2025.0,52.0,Екатеринбург,Исеть-скай,Корпус Б,744245120,563474560,1850.2,223805888,14,8589544960
2025.0,52.0,Верхняя Пышма,Таёжный,Корпус 3,55211744,45278476,454.9,19049244,5,226720960
2025.0,52.0,Екатеринбург,Маяковский,Корпус 1,121788088,98735696,737.6,98735696,17,1069234560
